title,salary,,Rating,company,,,compsize,Founded,ownership,,,Revenue,Competitors,hourly,employer_provided_salary,min_salary,max_salary,average_salary,state,same_state,senior,research_positions,engineers,scientist,manager,analyst,Seniority,below_above_salaries
research,81-159 ,,2.6,Software Engineering Institute,,,501 to 1000 ,06-06-1905,College / University,,,Unknown / Non-Applicable,0,0,0,81000,159000,120000,PA,1,0,1,0,0,0,0,none,above average
data scientist,95-161 ,,3.6,Sotheby's,,,1001 to 5000 ,09-10-1904,Company - Public,,,$500 million to $1 billion (USD),0,0,0,95000,161000,128000,NY,1,0,0,0,1,0,0,none,above average
data scientist,75-124 ,,3.5,First Tech Federal Credit Union,,,1001 to 5000 ,05-05-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,75000,124000,99500,OR,0,0,0,0,1,0,0,none,below average
data scientist,72-120 ,,3.6,Amrock,,,1001 to 5000 ,19-06-1905,Company - Private,,,$500 million to $1 billion (USD),0,0,0,72000,120000,96000,MI,1,0,0,0,1,0,0,none,below average
data scientist,76-126 ,,2.3,Vanda Pharmaceuticals,,,201 to 500 ,25-06-1905,Company - Public,,,$100 to $500 million (USD),0,0,0,76000,126000,101000,DC,1,0,0,0,1,0,0,none,above average
data scientist,114-182 ,,3.9,Zest AI,,,51 to 200 ,01-07-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,114000,182000,148000,CA,1,1,0,0,1,0,0,none,above average
data scientist,108-176 ,,4,Novetta,,,501 to 1000 ,04-07-1905,Company - Private,,,$100 to $500 million (USD),3,0,0,108000,176000,142000,VA,0,1,0,0,1,0,0,none,above average
data scientist,130-208 ,,4.1,CK-12 Foundation,,,1 to 50 ,29-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,130000,208000,169000,CA,1,1,0,0,1,0,0,none,above average
other positions,83-166 ,,3.2,PennyMac,,,1001 to 5000 ,30-06-1905,Company - Public,,,$500 million to $1 billion (USD),3,0,0,83000,166000,124500,AZ,0,0,0,0,0,0,0,none,above average
data analyst,42-76 ,,4.7,DECISIVE ANALYTICS Corporation,,,51 to 200 ,18-06-1905,Company - Private,,,$25 to $50 million (USD),2,0,0,42000,76000,59000,AL,0,0,0,0,0,0,1,none,below average
other positions,37-68 ,,4.2,Opinion Dynamics,,,51 to 200 ,09-06-1905,Company - Private,,,$10 to $25 million (USD),0,0,0,37000,68000,52500,CA,0,0,0,0,0,0,0,none,below average
data engineer,52-99 ,,4.6,Applied Information Sciences,,,501 to 1000 ,04-06-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,52000,99000,75500,TX,0,0,0,1,0,0,0,none,below average
data scientist,105-173 ,,3.7,Swiss Re,,,10000+ ,05-02-1905,Company - Public,,,$10+ billion (USD),3,0,0,105000,173000,139000,NY,0,1,0,0,1,0,0,none,above average
data engineer,71-134 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,71000,134000,102500,MA,0,0,0,1,0,0,0,none,above average
other positions,39-82 ,,4.4,WK Dickson,,,201 to 500 ,12-04-1905,Company - Private,,,$25 to $50 million (USD),3,0,0,39000,82000,60500,SC,0,0,0,0,0,0,0,none,below average
data scientist,114-179 ,,3.7,The Hanover Insurance Group,,,5001 to 10000 ,25-01-1905,Company - Public,,,$5 to $10 billion (USD),0,0,0,114000,179000,146500,MA,1,0,0,0,1,0,0,none,above average
other positions,88-162 ,,3.9,Genentech,,,10000+ ,29-05-1905,Subsidiary or Business Segment,,,$10+ billion (USD),0,0,0,88000,162000,125000,CA,1,0,0,0,0,0,0,none,above average
data analyst,60-102 ,,3.6,MassMutual,,,5001 to 10000 ,24-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,60000,102000,81000,MA,1,1,0,0,0,0,1,senior,below average
other positions,100-166 ,,3,Tempus Labs,,,501 to 1000 ,07-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,100000,166000,133000,IL,1,1,0,0,0,0,0,none,above average
data analyst,55-99 ,,3.4,General Dynamics Information Technology,,,10000+ ,18-06-1905,Subsidiary or Business Segment,,,$10+ billion (USD),3,0,0,55000,99000,77000,DC,0,0,0,0,0,0,1,none,below average
data engineer,67-117 ,,4.1,ManTech,,,5001 to 10000 ,21-05-1905,Company - Public,,,$1 to $2 billion (USD),0,0,0,67000,117000,92000,VA,1,0,0,1,0,0,0,none,below average
data scientist,92-150 ,,3.8,Novartis,,,10000+ ,18-06-1905,Company - Public,,,$10+ billion (USD),0,0,0,92000,150000,121000,MA,0,1,0,0,1,0,0,none,above average
data engineer,116-209 ,,4,Autodesk,,,5001 to 10000 ,04-06-1905,Company - Public,,,$2 to $5 billion (USD),0,0,0,116000,209000,162500,CA,0,0,0,1,0,0,0,none,above average
research,38-82 ,,3.9,Southwest Research Institute,,,1001 to 5000 ,30-04-1905,Nonprofit Organization,,,$500 million to $1 billion (USD),3,0,0,38000,82000,60000,TX,1,0,1,0,0,0,0,none,below average
other positions,85-90,,-1,Muso,,,201 to 500 ,###############################################################################################################################################################################################################################################################,Nonprofit Organization,,,Unknown / Non-Applicable,0,0,1,85000,90000,87500,CA,1,0,0,0,0,0,0,none,below average
data engineer,62-119 ,,4.4,SpringML,,,1 to 50 ,07-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,62000,119000,90500,IN,0,0,0,1,0,0,0,none,below average
data scientist,86-143 ,,3.8,Novartis,,,10000+ ,18-06-1905,Company - Public,,,$10+ billion (USD),0,0,0,86000,143000,114500,MA,0,0,0,0,1,0,0,none,above average
data scientist,93-149 ,,3.8,Juniper Networks,,,5001 to 10000 ,18-06-1905,Company - Public,,,$2 to $5 billion (USD),0,0,0,93000,149000,121000,CA,1,0,0,0,1,0,0,none,above average
data scientist,84-136 ,,2.2,The Integer Group,,,501 to 1000 ,15-06-1905,Subsidiary or Business Segment,,,$50 to $100 million (USD),3,0,0,84000,136000,110000,TX,0,1,0,0,1,0,0,none,above average
other positions,60-123 ,,2.9,Karyopharm Therapeutics Inc.,,,201 to 500 ,###############################################################################################################################################################################################################################################################,Company - Public,,,Unknown / Non-Applicable,0,0,0,60000,123000,91500,MA,1,0,0,0,0,0,0,none,below average
data analyst,52-89 ,,4.1,ManTech,,,5001 to 10000 ,21-05-1905,Company - Public,,,$1 to $2 billion (USD),0,0,0,52000,89000,70500,VA,0,0,0,0,0,0,1,none,below average
data engineer,48-93 ,,3.7,P2 Energy Solutions,,,501 to 1000 ,###############################################################################################################################################################################################################################################################,Company - Private,,,Unknown / Non-Applicable,0,0,0,48000,93000,70500,LA,0,0,0,1,0,0,0,none,below average
data scientist,56-97 ,,3.8,PNNL,,,1001 to 5000 ,18-05-1905,Government,,,$500 million to $1 billion (USD),3,0,0,56000,97000,76500,WA,1,0,0,0,1,0,0,none,below average
data engineer,65-119 ,,3.6,MassMutual,,,5001 to 10000 ,24-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,65000,119000,92000,MA,1,0,0,1,0,0,0,none,below average
data scientist,108-173 ,,4.7,Recursion Pharmaceuticals,,,51 to 200 ,05-07-1905,Company - Private,,,$1 to $5 million (USD),0,0,0,108000,173000,140500,UT,1,0,0,0,1,0,0,none,above average
other positions,63-101 ,,3.5,Esri,,,1001 to 5000 ,22-05-1905,Company - Private,,,$1 to $2 billion (USD),1,0,0,63000,101000,82000,VA,0,0,0,0,0,0,0,none,below average
other positions,54-115 ,,3.3,Rochester Regional Health,,,10000+ ,06-07-1905,Hospital,,,$500 million to $1 billion (USD),0,0,0,54000,115000,84500,NY,1,0,0,0,0,0,0,none,below average
other positions,90-179 ,,4.4,Rubius Therapeutics,,,201 to 500 ,05-07-1905,Company - Public,,,$100 to $500 million (USD),0,0,0,90000,179000,134500,MA,1,1,0,0,0,0,0,none,above average
data scientist,127-202 ,,3.3,Samba TV,,,201 to 500 ,30-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,127000,202000,164500,CA,1,0,0,0,1,0,0,none,above average
data analyst,31-57 ,,3.4,SV Microwave,,,201 to 500 ,13-06-1905,Company - Public,,,$50 to $100 million (USD),0,0,0,31000,57000,44000,FL,1,0,0,0,0,0,1,none,below average
other positions,60-127 ,,4,ClearEdge,,,51 to 200 ,24-06-1905,Company - Private,,,$5 to $10 million (USD),0,0,0,60000,127000,93500,MD,1,0,0,0,0,0,0,none,below average
data engineer,75-143 ,,4.4,SpringML,,,1 to 50 ,07-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,75000,143000,109000,VA,0,0,0,1,0,0,0,none,above average
data engineer,105-194 ,,3.8,Sumo Logic,,,501 to 1000 ,02-07-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,105000,194000,149500,TX,0,0,0,1,0,0,0,none,above average
data engineer,45-86 ,,3.5,EAB,,,1001 to 5000 ,29-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,45000,86000,65500,DC,1,0,0,1,0,0,0,none,below average
data scientist,95-154 ,,3.5,Brighthouse Financial,,,1001 to 5000 ,09-07-1905,Company - Public,,,Unknown / Non-Applicable,0,0,0,95000,154000,124500,NC,1,1,0,0,1,0,0,none,above average
data engineer,80-148 ,,2.9,Affinity Solutions,,,51 to 200 ,20-06-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,80000,148000,114000,CA,0,0,0,1,0,0,0,none,above average
data analyst,36-62 ,,3.9,Citadel Federal Credit Union,,,501 to 1000 ,20-04-1905,Nonprofit Organization,,,Unknown / Non-Applicable,3,0,0,36000,62000,49000,PA,1,0,0,0,0,0,1,none,below average
other positions,54-115 ,,3.3,Rochester Regional Health,,,10000+ ,06-07-1905,Hospital,,,$500 million to $1 billion (USD),0,0,0,54000,115000,84500,NY,1,0,0,0,0,0,0,none,below average
data analyst,50-92 ,,3.7,CALIBRE Systems,,,501 to 1000 ,11-06-1905,Company - Private,,,$100 to $500 million (USD),3,0,0,50000,92000,71000,VA,1,0,0,0,0,0,1,none,below average
other positions,67-135 ,,3.6,MassMutual,,,5001 to 10000 ,24-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,67000,135000,101000,MA,0,0,0,0,0,0,0,none,above average
data scientist,82-132 ,,3.5,Esri,,,1001 to 5000 ,22-05-1905,Company - Private,,,$1 to $2 billion (USD),1,0,0,82000,132000,107000,CA,1,0,0,0,1,0,0,none,above average
data scientist,85-140 ,,4.7,New England Biolabs,,,201 to 500 ,27-05-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,85000,140000,112500,MA,1,0,0,0,1,0,0,none,above average
other positions,138-224 ,,3.9,Tapjoy,,,201 to 500 ,29-06-1905,Company - Private,,,$10 to $25 million (USD),2,0,0,138000,224000,181000,CA,1,0,0,0,0,0,0,none,above average
data analyst,42-80 ,,3.7,Motorola Solutions,,,10000+ ,11-04-1905,Company - Public,,,$5 to $10 billion (USD),3,0,0,42000,80000,61000,IL,1,0,0,0,0,0,1,none,below average
data engineer,190-220,,4.1,Credit Sesame,,,51 to 200 ,02-07-1905,Company - Private,,,$50 to $100 million (USD),3,0,0,190000,220000,205000,CA,1,0,0,1,0,0,0,none,above average
other positions,68-139 ,,3.1,Reynolds American,,,5001 to 10000 ,17-02-1905,Company - Private,,,$10+ billion (USD),0,0,0,68000,139000,103500,KY,0,0,0,0,0,0,0,none,above average
other positions,34-92 ,,3.6,MassMutual,,,5001 to 10000 ,24-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,34000,92000,63000,MA,1,0,0,0,0,1,0,none,below average
other positions,54-71 ,,3,Infosys,,,10000+ ,03-06-1905,Company - Public,,,$10+ billion (USD),3,0,0,54000,71000,62500,CT,0,0,0,0,0,0,0,none,below average
data engineer,65-124 ,,3.5,Alignment Healthcare,,,501 to 1000 ,05-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,65000,124000,94500,CA,1,0,0,1,0,0,0,none,below average
data analyst,35-62 ,,3.6,San Manuel Casino,,,1001 to 5000 ,08-06-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,35000,62000,48500,CA,1,0,0,0,0,0,1,none,below average
other positions,109-200 ,,3.5,Sunovion,,,1001 to 5000 ,02-07-1905,Company - Private,,,$1 to $2 billion (USD),3,0,0,109000,200000,154500,MA,1,1,0,0,0,0,0,none,above average
other positions,18-25 ,,4,Texas Health Huguley Hospital,,,1001 to 5000 ,30-05-1905,Hospital,,,$50 to $100 million (USD),0,1,0,18000,25000,21500,TX,0,0,0,0,0,0,0,none,below average
other positions,61-113 ,,3.7,Cboe Global Markets,,,501 to 1000 ,26-05-1905,Company - Public,,,$500 million to $1 billion (USD),0,0,0,61000,113000,87000,KS,0,0,0,0,0,0,0,none,below average
other positions,39-66 ,,2.4,Teasdale Latin Foods,,,501 to 1000 ,###############################################################################################################################################################################################################################################################,Company - Private,,,$100 to $500 million (USD),0,0,0,39000,66000,52500,IL,0,0,0,0,0,0,0,none,below average
data engineer,43-86 ,,3.2,Guidepoint,,,501 to 1000 ,25-06-1905,Company - Private,,,Unknown / Non-Applicable,3,0,0,43000,86000,64500,NY,1,0,0,1,0,0,0,none,below average
other positions,74-149 ,,2.1,Cerus Corporation,,,201 to 500 ,###############################################################################################################################################################################################################################################################,Company - Public,,,$25 to $50 million (USD),0,0,0,74000,149000,111500,CA,1,0,0,0,0,0,0,none,above average
data engineer,113-196 ,,3.7,Takeda Pharmaceuticals,,,10000+ ,15-11-1904,Company - Public,,,$10+ billion (USD),3,0,0,113000,196000,154500,MA,0,0,0,1,0,0,0,none,above average
research,81-167 ,,2.6,Software Engineering Institute,,,501 to 1000 ,06-06-1905,College / University,,,Unknown / Non-Applicable,0,0,0,81000,167000,124000,PA,1,1,1,0,0,0,0,none,above average
data scientist,97-160 ,,4.4,Maven Wave Partners,,,201 to 500 ,30-06-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,97000,160000,128500,IL,1,1,0,0,1,0,0,none,above average
other positions,24-39 ,,3.7,Vail Health,,,501 to 1000 ,19-05-1905,Hospital,,,$100 to $500 million (USD),0,1,0,24000,39000,31500,CO,1,0,0,0,0,0,0,none,below average
other positions,42-86 ,,3.5,Central California Alliance for Health,,,501 to 1000 ,18-06-1905,Nonprofit Organization,,,$500 million to $1 billion (USD),0,0,0,42000,86000,64000,CA,1,0,0,0,0,1,0,none,below average
data engineer,69-127 ,,3,Pilot Flying J Travel Centers LLC,,,10000+ ,11-05-1905,Company - Private,,,$10+ billion (USD),3,0,0,69000,127000,98000,TN,1,1,0,1,0,0,0,senior,below average
data scientist,110-175 ,,4.2,Nuna,,,51 to 200 ,02-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,110000,175000,142500,CA,1,0,0,0,1,0,0,none,above average
data scientist,102-172 ,,3.9,AstraZeneca,,,10000+ ,27-03-1905,Company - Public,,,$10+ billion (USD),3,0,0,102000,172000,137000,NY,0,1,0,0,1,0,0,none,above average
data engineer,74-124 ,,4,Pinnacol Assurance,,,501 to 1000 ,29-03-1905,Nonprofit Organization,,,$500 million to $1 billion (USD),0,0,0,74000,124000,99000,CO,1,0,0,1,0,0,0,none,below average
other positions,40-68 ,,3.3,Palermo's Pizza,,,501 to 1000 ,17-05-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,40000,68000,54000,WI,1,0,0,0,0,0,0,none,below average
data scientist,108-171 ,,4.4,MathWorks,,,1001 to 5000 ,06-06-1905,Company - Private,,,$1 to $2 billion (USD),0,0,0,108000,171000,139500,MA,1,1,0,0,1,0,0,none,above average
data engineer,76-142 ,,3.4,MetroStar Systems,,,201 to 500 ,21-06-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,76000,142000,109000,MD,0,0,0,1,0,0,0,none,above average
other positions,202-306 ,,3.3,Liberty Mutual Insurance,,,10000+ ,26-03-1905,Company - Private,,,$10+ billion (USD),3,0,0,202000,306000,254000,IL,0,0,0,0,0,0,0,none,above average
other positions,49-97 ,,2.9,Audentes Therapeutics,,,201 to 500 ,04-07-1905,Subsidiary or Business Segment,,,Unknown / Non-Applicable,3,0,0,49000,97000,73000,CA,0,0,0,0,0,0,0,none,below average
other positions,49-113 ,,2.7,Advanced BioScience Laboratories,,,201 to 500 ,14-05-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,49000,113000,81000,MD,1,0,0,0,0,0,0,none,below average
other positions,21-34 ,,3.6,Beebe Healthcare,,,1001 to 5000 ,18-04-1905,Nonprofit Organization,,,$100 to $500 million (USD),0,1,0,21000,34000,27500,DE,0,0,0,0,0,0,0,none,below average
other positions,65-134 ,,3.1,Reynolds American,,,5001 to 10000 ,17-02-1905,Company - Private,,,$10+ billion (USD),0,0,0,65000,134000,99500,NC,1,0,0,0,0,0,0,none,below average
data analyst,32-59 ,,3.3,National Interstate,,,501 to 1000 ,11-06-1905,Company - Private,,,$500 million to $1 billion (USD),0,0,0,32000,59000,45500,OH,1,0,0,0,0,0,1,none,below average
data engineer,87-158 ,,4.5,Moser Consulting,,,51 to 200 ,18-06-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,87000,158000,122500,IN,1,1,0,1,0,0,0,senior,above average
data scientist,107-173 ,,3.9,TransUnion,,,5001 to 10000 ,21-05-1905,Company - Public,,,$1 to $2 billion (USD),0,0,0,107000,173000,140000,IL,1,1,0,0,1,0,0,none,above average
other positions,56-99 ,,3.2,MITRE,,,5001 to 10000 ,11-05-1905,Nonprofit Organization,,,$1 to $2 billion (USD),3,0,0,56000,99000,77500,VA,0,1,0,0,0,0,0,none,below average
other positions,25-28 ,,3.3,Mcphail Associates,,,1 to 50 ,29-05-1905,Company - Private,,,Unknown / Non-Applicable,0,1,1,25000,28000,26500,MA,1,0,0,0,0,0,0,none,below average
other positions,80-155 ,,3.1,Reynolds American,,,5001 to 10000 ,17-02-1905,Company - Private,,,$10+ billion (USD),0,0,0,80000,155000,117500,NC,1,1,0,0,0,0,0,none,above average
other positions,43-98 ,,2.4,Crown Bioscience,,,501 to 1000 ,28-06-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,43000,98000,70500,CA,1,0,0,0,0,0,0,none,below average
other positions,45-78 ,,4.8,HOVER,,,51 to 200 ,03-07-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,45000,78000,61500,CA,1,0,0,0,0,1,0,none,below average
other positions,44-96 ,,2.9,Q2 Solutions,,,1001 to 5000 ,07-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,44000,96000,70000,NY,0,0,0,0,0,0,0,none,below average
other positions,50-110 ,,2.9,Q2 Solutions,,,1001 to 5000 ,07-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,50000,110000,80000,GA,0,1,0,0,0,0,0,senior,below average
data engineer,61-119 ,,3.4,Arbella Insurance,,,1001 to 5000 ,10-06-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,61000,119000,90000,MA,1,0,0,1,0,0,0,none,below average
research,100-140,,-1,Kronos Bio,,,Unknown,###############################################################################################################################################################################################################################################################,Company - Private,,,Unknown / Non-Applicable,0,0,1,100000,140000,120000,MA,0,0,1,0,0,0,0,none,above average
other positions,56-91 ,,2.6,Software Engineering Institute,,,501 to 1000 ,06-06-1905,College / University,,,Unknown / Non-Applicable,0,0,0,56000,91000,73500,PA,1,0,0,0,0,0,0,none,below average
data scientist,68-114 ,,3.8,Zimmerman Advertising,,,501 to 1000 ,06-06-1905,Subsidiary or Business Segment,,,Unknown / Non-Applicable,0,0,0,68000,114000,91000,FL,1,0,0,0,1,0,0,none,below average
data scientist,150-160,,5,BPA Services,,,Unknown,###############################################################################################################################################################################################################################################################,Company - Private,,,Unknown / Non-Applicable,0,0,1,150000,160000,155000,DC,0,0,0,0,1,0,0,none,above average
other positions,101-158 ,,3.6,MassMutual,,,5001 to 10000 ,24-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,101000,158000,129500,MA,0,0,0,0,0,0,0,none,above average
data scientist,125-210 ,,4,Pfizer,,,10000+ ,22-01-1905,Company - Public,,,$10+ billion (USD),0,0,0,125000,210000,167500,NY,1,1,0,0,1,1,0,none,above average
data analyst,43-77 ,,3.8,Associated Banc-Corp,,,1001 to 5000 ,12-02-1905,Company - Public,,,$1 to $2 billion (USD),3,0,0,43000,77000,60000,WI,1,0,0,0,0,0,1,none,below average
data scientist,139-221 ,,3.9,Zest AI,,,51 to 200 ,01-07-1905,Company - Private,,,$50 to $100 million (USD),0,0,0,139000,221000,180000,CA,1,0,0,0,1,0,0,none,above average
data analyst,44-86 ,,3.8,Fareportal,,,1001 to 5000 ,24-06-1905,Company - Private,,,$2 to $5 billion (USD),3,0,0,44000,86000,65000,NY,1,0,0,0,0,0,1,none,below average
data engineer,78-147 ,,4.3,Genesys,,,5001 to 10000 ,12-06-1905,Company - Private,,,$1 to $2 billion (USD),3,0,0,78000,147000,112500,NC,0,1,0,1,0,0,0,none,above average
data analyst,65-110 ,,1.9,Moda Operandi,,,201 to 500 ,02-07-1905,Company - Private,,,$100 to $500 million (USD),3,0,0,65000,110000,87500,NY,1,1,0,0,0,0,1,none,below average
other positions,37-66 ,,3.3,Liberty Mutual Insurance,,,10000+ ,26-03-1905,Company - Private,,,$10+ billion (USD),3,0,0,37000,66000,51500,IN,0,0,0,0,0,0,0,none,below average
other positions,38-64 ,,4.7,QK,,,51 to 200 ,25-05-1905,Company - Private,,,$10 to $25 million (USD),0,0,0,38000,64000,51000,CA,0,0,0,0,0,0,0,none,below average
other positions,43-82 ,,3.1,Santander,,,10000+ ,29-01-1905,Company - Private,,,$10+ billion (USD),0,0,0,43000,82000,62500,MA,0,0,0,0,0,0,0,none,below average
data engineer,90-110,,3.4,Tivity Health,,,501 to 1000 ,03-06-1905,Company - Public,,,Unknown / Non-Applicable,0,0,0,90000,110000,100000,AZ,0,1,0,1,0,0,0,senior,below average
data engineer,61-109 ,,4.4,BRMi,,,51 to 200 ,26-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,61000,109000,85000,VA,0,0,0,1,0,0,0,none,below average
data scientist,93-151 ,,3.9,Luminar Technologies,,,201 to 500 ,04-07-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,93000,151000,122000,FL,1,1,0,0,1,0,0,none,above average
other positions,52-81 ,,3.9,"Emtec, Inc.",,,501 to 1000 ,17-06-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,52000,81000,66500,IL,0,0,0,0,0,0,0,none,below average
other positions,40-101 ,,4.7,Veterans United Home Loans,,,1001 to 5000 ,24-06-1905,Company - Private,,,Unknown / Non-Applicable,0,0,0,40000,101000,70500,MO,1,0,0,0,0,0,0,none,below average
data engineer,97-180 ,,4.7,Praetorian,,,51 to 200 ,02-07-1905,Company - Private,,,$10 to $25 million (USD),0,0,0,97000,180000,138500,TX,1,1,0,1,0,0,0,none,above average
data scientist,81-134 ,,3.4,PA Consulting,,,1001 to 5000 ,26-04-1905,Company - Private,,,$100 to $500 million (USD),3,0,0,81000,134000,107500,MA,0,0,0,0,1,0,0,none,above average
other positions,84-157 ,,3.8,Agios Pharmaceuticals,,,501 to 1000 ,30-06-1905,Company - Public,,,$50 to $100 million (USD),0,0,0,84000,157000,120500,MA,1,0,0,0,0,0,0,none,above average
other positions,49-113 ,,2.7,Advanced BioScience Laboratories,,,201 to 500 ,14-05-1905,Company - Private,,,$25 to $50 million (USD),0,0,0,49000,113000,81000,MD,1,0,0,0,0,0,0,none,below average
other positions,68-139 ,,3.1,Reynolds American,,,5001 to 10000 ,17-02-1905,Company - Private,,,$10+ billion (USD),0,0,0,68000,139000,103500,KY,0,0,0,0,0,0,0,none,above average
data engineer,75-140 ,,3.4,Echo Global Logistics,,,1001 to 5000 ,27-06-1905,Company - Public,,,$2 to $5 billion (USD),3,0,0,75000,140000,107500,IL,1,1,0,1,0,0,0,senior,above average
data engineer,121-203 ,,4,Glassdoor,,,1001 to 5000 ,29-06-1905,Company - Private,,,Unknown / Non-Applicable,2,0,0,121000,203000,162000,CA,0,0,0,1,0,0,0,none,above average
other positions,52-85 ,,3.5,Esri,,,1001 to 5000 ,22-05-1905,Company - Private,,,$1 to $2 billion (USD),1,0,0,52000,85000,68500,CA,1,0,0,0,0,0,0,none,below average
data scientist,81-140 ,,3.4,Assurant,,,10000+ ,31-05-1905,Company - Public,,,$5 to $10 billion (USD),3,0,0,81000,140000,110500,OH,0,1,0,0,1,0,0,senior,above average
data scientist,63-99 ,,3.7,Caterpillar,,,10000+ ,08-04-1905,Company - Public,,,$10+ billion (USD),3,0,0,63000,99000,81000,IL,0,0,0,0,1,0,0,none,below average
data scientist,110-150,,4.3,Equity Residential,,,1001 to 5000 ,15-06-1905,Company - Public,,,$2 to $5 billion (USD),3,0,0,110000,150000,130000,IL,1,1,0,0,1,0,0,none,above average
data engineer,83-148 ,,3.7,F&G,,,201 to 500 ,###############################################################################################################################################################################################################################################################,Subsidiary or Business Segment,,,$100 to $500 million (USD),0,0,0,83000,148000,115500,IA,1,1,0,1,0,0,0,senior,above average
data scientist,60-101 ,,3.8,PNNL,,,1001 to 5000 ,18-05-1905,Government,,,$500 million to $1 billion (USD),3,0,0,60000,101000,80500,WA,1,1,0,0,1,0,0,none,below average
data analyst,31-55 ,,4.6,GreatAmerica Financial Services,,,501 to 1000 ,14-06-1905,Company - Private,,,$100 to $500 million (USD),0,0,0,31000,55000,43000,IA,1,0,0,0,0,0,1,none,below average
other positions,102-178 ,,4.4,Acceleron Pharma,,,201 to 500 ,25-06-1905,Company - Public,,,Unknown / Non-Applicable,0,0,0,102000,178000,140000,MA,1,0,0,0,0,0,0,none,above average
other positions,110-130,,-1,Kronos Bio,,,Unknown,###############################################################################################################################################################################################################################################################,Company - Private,,,Unknown / Non-Applicable,0,0,1,110000,130000,120000,MA,0,1,0,0,0,0,0,none,above average
data analyst,48-85 ,,3,AmeriHealth Caritas,,,5001 to 10000 ,05-06-1905,Company - Private,,,$5 to $10 billion (USD),3,0,0,48000,85000,66500,PA,1,1,0,0,0,0,1,none,below average
data engineer,66-123 ,,4.7,Strategic Employment Partners,,,51 to 200 ,28-06-1905,Company - Private,,,$1 to $5 million (USD),0,0,0,66000,123000,94500,CA,0,0,0,1,0,0,0,none,below average
data scientist,92-146 ,,3.8,PNNL,,,1001 to 5000 ,18-05-1905,Government,,,$500 million to $1 billion (USD),3,0,0,92000,146000,119000,WA,0,1,0,0,1,0,0,none,above average
other positions,21-29 ,,3.2,Catholic Health Initiatives,,,10000+ ,18-06-1905,Nonprofit Organization,,,$10+ billion (USD),2,1,0,21000,29000,25000,NE,0,0,0,0,0,0,0,none,below average
data analyst,Oct-17,,2.7,FLEETCOR,,,5001 to 10000 ,22-06-1905,Company - Public,,,$2 to $5 billion (USD),0,1,0,10000,17000,13500,TN,0,1,0,0,0,0,1,none,below average
other positions,150-239 ,,3.3,Liberty Mutual Insurance,,,10000+ ,26-03-1905,Company - Private,,,$10+ billion (USD),3,0,0,150000,239000,194500,IL,0,0,0,0,0,0,0,none,above average
research,52-91 ,,3.9,Southwest Research Institute,,,1001 to 5000 ,30-04-1905,Nonprofit Organization,,,$500 million to $1 billion (USD),3,0,0,52000,91000,71500,TX,1,0,1,0,0,0,0,senior,below average
data scientist,82-129,,3.7,Applied Research Laboratories,,,501 to 1000 ,###############################################################################################################################################################################################################################################################,College / University,,,Unknown / Non-Applicable,0,0,0,82000,129000,105500,TX,1,0,0,0,1,0,0,none,above average
other positions,47-101 ,,3.1,Reynolds American,,,5001 to 10000 ,17-02-1905,Company - Private,,,$10+ billion (USD),0,0,0,47000,101000,74000,NC,1,1,0,0,0,0,0,none,below average
data analyst,49-76 ,,3.7,Raytheon,,,10000+ ,05-04-1905,Company - Public,,,$10+ billion (USD),0,0,0,49000,76000,62500,AL,0,0,0,0,0,0,1,none,below average
